,tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,Credit card (automatic),Electronic check,Mailed check,Total_tenure_ratio
442,54,1,1,114.65,6049.5,0,0,0,1,112.02777777777777
443,18,1,0,64.8,1166.7,0,0,1,0,64.81666666666666
444,36,1,0,80.4,2937.65,0,0,1,0,81.60138888888889
445,60,1,0,105.9,6396.45,1,0,1,0,106.6075
446,1,1,0,69.55,69.55,1,0,0,1,69.55
447,52,1,2,25.05,1270.25,0,0,0,0,24.427884615384617
448,8,1,0,94.75,759.55,0,0,1,0,94.94375
449,72,1,2,105.5,7611.55,0,0,0,0,105.71597222222222
450,64,1,1,24.7,1642.75,0,0,0,1,25.66796875
451,22,1,0,69.75,1545.4,0,0,0,1,70.24545454545455
452,60,0,0,60.2,3582.4,0,0,0,0,59.70666666666667
453,28,1,0,81.05,2227.1,1,0,1,0,79.53928571428571
454,61,1,2,24.4,1417.9,0,0,0,1,23.24426229508197
455,24,1,0,104.15,2494.65,0,0,1,0,103.94375000000001
456,28,1,1,92.9,2768.35,0,0,0,0,98.86964285714285
457,30,1,2,80.8,2369.3,0,0,0,0,78.97666666666667
458,2,1,0,20.0,38.0,0,0,0,1,19.0
459,1,1,0,75.1,75.1,0,0,1,0,75.1
460,6,1,0,19.65,100.9,0,0,0,1,16.816666666666666
461,24,1,0,69.45,1614.05,0,0,0,0,67.25208333333333
462,4,1,0,101.15,385.9,1,0,1,0,96.475
463,7,1,0,99.8,673.25,1,0,1,0,96.17857142857143
464,72,1,2,116.05,8404.9,0,0,0,0,116.73472222222222
465,70,0,2,40.05,2799.75,0,0,0,1,39.996428571428574
466,64,1,2,102.1,6538.45,0,0,1,0,102.16328125
467,72,1,1,89.7,6588.95,0,0,1,0,91.51319444444444
468,44,1,2,19.9,868.1,0,0,0,1,19.729545454545455
469,13,1,0,55.95,734.35,1,0,1,0,56.48846153846154
470,17,1,1,20.65,330.6,0,0,0,1,19.447058823529414
471,1,1,0,55.0,55.0,1,0,1,0,55.0
472,9,1,0,70.05,564.4,0,0,0,1,62.71111111111111
473,24,1,0,53.6,1315.35,0,0,0,1,54.80625
474,1,1,0,74.7,74.7,1,0,1,0,74.7
475,24,1,0,80.25,1861.5,1,0,1,0,77.5625
476,35,1,0,76.05,2747.2,0,0,1,0,78.49142857142857
477,7,1,0,75.7,554.05,0,0,1,0,79.14999999999999
478,5,1,0,96.1,453.4,1,0,1,0,90.67999999999999
479,15,1,0,69.0,994.8,1,0,0,0,66.32
480,11,1,2,19.65,225.75,0,0,0,1,20.522727272727273
481,48,0,0,45.3,2145.0,1,0,0,0,44.6875
482,20,1,0,81.45,1671.6,0,0,1,0,83.58
483,72,1,1,108.5,8003.8,0,0,0,0,111.16388888888889
484,8,1,0,83.55,680.05,1,0,1,0,85.00625
485,72,1,2,84.5,6130.85,0,1,0,0,85.15069444444445
486,15,1,0,100.15,1415.0,0,0,1,0,94.33333333333333
487,72,1,2,88.6,6201.95,0,0,0,0,86.13819444444444
488,0,0,2,52.55,0.0,0,0,0,0,0.0
489,1,1,0,74.35,74.35,1,0,1,0,74.35
490,63,1,2,104.8,6597.25,0,0,0,0,104.71825396825396
491,2,1,0,59.0,114.15,0,0,1,0,57.075
492,2,1,0,74.4,139.4,1,0,1,0,69.7
493,61,1,1,64.05,3902.6,0,0,0,0,63.97704918032787
494,1,1,0,20.4,20.4,0,0,0,1,20.4
495,22,0,1,43.75,903.6,1,0,0,0,41.07272727272727
496,28,1,0,60.9,1785.65,0,0,0,1,63.77321428571429
497,70,1,2,19.8,1397.65,0,0,0,0,19.966428571428573
498,5,0,0,28.45,131.05,1,0,1,0,26.21
499,12,1,0,99.7,1238.45,1,0,0,0,103.20416666666667
500,34,1,1,116.25,3899.05,0,1,0,0,114.6779411764706
501,71,1,2,80.7,5676.0,0,1,0,0,79.94366197183099
502,70,1,1,65.2,4543.15,0,0,0,0,64.90214285714285
503,52,1,0,84.05,4326.8,0,0,0,0,83.20769230769231
504,69,1,2,79.45,5502.55,0,1,0,0,79.74710144927536
505,20,1,0,94.1,1782.4,1,0,1,0,89.12
506,11,1,0,78.0,851.8,0,0,0,1,77.43636363636364
507,2,1,0,94.2,167.5,1,0,1,0,83.75
508,6,1,0,80.5,502.85,1,0,1,0,83.80833333333334
509,1,1,0,19.85,19.85,0,0,0,1,19.85
510,20,1,1,94.3,1818.3,0,1,0,0,90.91499999999999
511,61,1,0,106.45,6300.15,0,0,1,0,103.2811475409836
512,5,1,0,74.35,334.8,1,0,1,0,66.96000000000001
513,56,1,0,105.45,5916.95,0,0,0,0,105.65982142857142
514,30,1,0,95.0,2852.4,0,1,0,0,95.08
515,40,1,0,104.8,4131.95,1,0,0,0,103.29875
516,28,1,1,54.3,1546.3,0,0,0,1,55.225
517,5,1,0,70.05,302.6,0,0,1,0,60.52
518,27,1,0,75.2,1929.35,1,0,0,0,71.4574074074074
519,12,1,0,20.05,265.45,0,1,0,0,22.120833333333334
520,67,1,1,105.4,6989.45,0,0,1,0,104.32014925373134
521,29,1,0,51.6,1442.0,0,0,1,0,49.724137931034484
522,55,1,0,85.5,4713.4,0,0,0,0,85.69818181818181
523,23,1,0,75.6,1758.6,1,0,0,0,76.4608695652174
524,34,1,0,100.05,3480.0,1,0,1,0,102.3529411764706
525,52,1,1,91.25,4738.3,0,0,1,0,91.12115384615385
526,72,1,2,115.75,8399.15,0,1,0,0,116.6548611111111
527,58,1,1,94.7,5430.35,0,1,0,0,93.62672413793103
528,35,1,2,19.6,686.95,0,0,0,1,19.627142857142857
529,56,1,2,99.9,5706.3,0,0,0,0,101.89821428571429
530,24,1,2,21.1,490.65,0,1,0,0,20.443749999999998
531,70,1,2,20.05,1360.25,0,1,0,0,19.432142857142857
532,2,1,0,79.95,174.45,0,0,1,0,87.225
533,68,1,1,107.15,7379.8,0,1,0,0,108.5264705882353
534,1,1,0,85.0,85.0,1,0,1,0,85.0
535,12,1,0,89.55,1021.75,0,0,1,0,85.14583333333333
536,63,1,0,81.55,5029.05,0,0,0,0,79.82619047619048
537,33,1,1,58.45,1955.4,0,0,0,1,59.25454545454546
538,69,1,1,95.65,6744.2,0,1,0,0,97.74202898550725
539,60,1,2,80.6,4946.7,0,0,0,0,82.445
540,72,1,2,113.1,8248.5,0,0,0,0,114.5625
541,11,1,0,58.95,601.6,0,0,0,1,54.690909090909095
542,1,1,0,19.55,19.55,0,0,0,1,19.55
543,10,1,0,86.05,834.1,1,0,0,0,83.41
544,13,0,0,45.55,597.0,1,1,0,0,45.92307692307692
545,34,1,1,78.95,2647.2,0,0,0,0,77.85882352941177
546,39,1,0,86.3,3266.0,1,0,0,1,83.74358974358974
547,65,1,1,105.05,6744.25,0,0,0,0,103.75769230769231
548,50,1,1,101.9,5265.5,0,0,0,0,105.31
549,15,1,0,19.75,311.6,0,0,0,1,20.773333333333333
550,72,1,2,110.3,7966.9,0,0,0,0,110.65138888888889
551,72,1,2,115.6,8220.4,0,0,0,0,114.17222222222222
552,55,1,2,19.35,1153.25,0,0,0,0,20.96818181818182
553,23,1,2,25.6,514.75,0,1,0,0,22.380434782608695
554,32,1,0,80.35,2596.15,1,0,0,0,81.1296875
555,56,1,1,68.75,3808.0,0,0,0,0,68.0
556,1,1,0,19.9,19.9,0,0,0,0,19.9
557,38,1,1,70.6,2708.2,0,0,0,1,71.26842105263158
558,11,1,0,70.2,760.05,0,0,1,0,69.09545454545454
559,1,1,0,49.3,49.3,0,0,1,0,49.3
560,56,1,1,107.25,6033.3,0,0,1,0,107.7375
561,3,1,0,23.6,89.05,0,0,0,1,29.683333333333334
562,7,1,0,69.7,516.15,0,1,0,0,73.73571428571428
563,59,1,2,99.5,5861.75,0,1,0,0,99.35169491525424
564,7,1,0,64.3,445.95,0,0,0,0,63.707142857142856
565,71,1,2,70.85,4973.4,0,1,0,0,70.04788732394366
566,15,1,1,101.9,1667.25,0,0,1,0,111.15
567,71,1,2,73.5,5357.75,0,1,0,0,75.46126760563381
568,35,1,0,100.25,3527.6,1,0,1,0,100.78857142857143
569,11,0,1,40.4,422.6,0,1,0,0,38.41818181818182
570,60,1,2,19.25,1103.25,0,1,0,0,18.3875
571,47,1,2,59.6,2754.0,0,0,0,0,58.59574468085106
572,11,1,1,64.9,697.25,0,1,0,0,63.38636363636363
573,56,1,1,100.3,5614.45,1,1,0,0,100.25803571428571
574,28,1,0,110.85,3204.4,0,0,1,0,114.44285714285715
575,61,1,2,81.05,4747.65,0,0,0,1,77.83032786885245
576,31,1,1,98.05,3082.1,0,0,0,0,99.42258064516129
577,9,1,0,70.5,597.9,0,0,1,0,66.43333333333334
578,35,1,0,94.55,3365.4,0,0,1,0,96.15428571428572
579,2,1,0,19.65,38.8,0,0,0,1,19.4
580,12,1,0,19.0,233.55,1,0,0,1,19.462500000000002
581,1,1,0,75.3,75.3,1,0,0,1,75.3
582,4,1,0,89.2,346.2,1,0,1,0,86.55
583,1,1,0,19.0,19.0,0,0,0,1,19.0
584,3,1,0,20.0,61.7,0,0,0,1,20.566666666666666
585,1,1,0,85.7,85.7,1,0,1,0,85.7
586,52,1,2,63.25,3342.45,0,1,0,0,64.27788461538461
587,5,1,1,20.1,85.1,0,0,0,1,17.02
588,72,1,2,99.15,7422.1,0,0,1,0,103.08472222222223
589,71,1,2,90.4,6668.05,0,0,1,0,93.91619718309859
590,72,1,2,111.9,8071.05,0,1,0,0,112.09791666666666
591,46,1,1,24.9,1174.8,0,0,1,0,25.539130434782606
592,63,1,2,83.5,5435.0,0,1,0,0,86.26984126984127
593,30,1,0,84.3,2438.6,0,1,0,0,81.28666666666666
594,1,1,0,45.6,45.6,0,0,0,1,45.6
595,12,1,0,61.65,713.75,1,0,0,1,59.479166666666664
596,16,0,2,54.85,916.15,0,0,0,1,57.259375
597,4,1,0,65.55,237.2,0,0,0,1,59.3
598,51,1,1,90.35,4614.55,0,1,0,0,90.48137254901961
599,65,1,2,20.4,1414.45,0,1,0,0,21.76076923076923
600,16,1,0,74.55,1170.5,0,1,0,0,73.15625
601,2,1,1,19.95,47.7,0,0,0,1,23.85
602,66,1,1,74.25,4859.25,0,0,0,0,73.625
603,46,1,2,108.65,4903.2,0,0,1,0,106.59130434782608
604,32,1,1,109.55,3608.0,0,0,0,0,112.75
605,72,1,2,86.65,6094.25,0,1,0,0,84.64236111111111
606,38,1,2,81.0,3084.9,0,1,0,0,81.18157894736842
607,51,1,1,47.85,2356.75,0,1,0,0,46.21078431372549
608,72,1,2,114.55,8306.05,0,0,0,0,115.36180555555555
609,65,1,0,105.25,6786.4,1,0,0,0,104.40615384615384
610,9,0,0,29.95,248.95,1,0,1,0,27.66111111111111
611,9,1,0,65.0,663.05,1,0,0,1,73.67222222222222
612,66,1,2,20.55,1357.1,0,0,0,1,20.562121212121212
613,44,1,1,109.8,4860.35,0,1,0,0,110.4625
614,50,1,2,69.5,3418.2,0,0,0,0,68.36399999999999
615,15,1,0,48.85,631.4,0,0,0,1,42.093333333333334
616,8,0,0,25.25,186.3,0,1,0,0,23.2875
617,66,1,1,102.85,6976.75,0,1,0,0,105.70833333333333
618,57,1,0,87.55,4884.85,0,0,0,0,85.69912280701755
619,7,1,0,78.55,522.95,0,0,0,0,74.70714285714287
620,10,0,0,34.55,362.6,0,0,0,0,36.260000000000005
621,62,1,1,92.05,5755.8,0,0,1,0,92.83548387096775
622,40,1,1,85.05,3355.65,0,0,1,0,83.89125
623,20,1,2,19.7,406.95,0,0,0,1,20.3475
624,7,1,0,20.0,137.6,1,0,0,0,19.657142857142855
625,25,1,0,95.15,2395.7,0,0,1,0,95.82799999999999
626,23,1,0,84.25,1968.1,0,0,1,0,85.5695652173913
627,66,1,1,104.6,6819.45,0,1,0,0,103.325
628,72,1,2,111.65,7943.45,0,0,1,0,110.32569444444444
629,49,1,0,90.05,4547.25,1,1,0,0,92.80102040816327
630,43,1,0,110.75,4687.9,1,0,0,0,109.02093023255813
631,46,1,0,55.0,2473.95,0,0,0,0,53.78152173913043
632,72,1,2,89.85,6562.9,0,1,0,0,91.15138888888889
633,10,1,1,20.35,176.3,0,0,0,1,17.630000000000003
634,40,0,1,54.55,2236.2,0,0,0,0,55.904999999999994
635,65,1,0,105.5,6985.65,1,0,1,0,107.47153846153846
636,31,1,2,99.45,3109.9,0,0,0,0,100.31935483870969
637,68,1,2,70.9,4911.35,0,1,0,0,72.22573529411765
638,56,1,1,104.55,5794.65,1,0,0,0,103.47589285714285
639,10,1,0,85.25,855.3,1,0,1,0,85.53
640,68,1,2,25.4,1620.2,0,0,0,0,23.826470588235296
641,43,1,0,56.15,2499.3,1,0,1,0,58.12325581395349
642,1,1,0,89.55,89.55,1,0,1,0,89.55
643,49,1,1,89.85,4287.2,0,0,0,0,87.4938775510204
644,15,1,0,25.25,394.85,0,0,1,0,26.323333333333334
645,20,1,0,94.55,1899.65,1,0,1,0,94.9825
646,1,1,0,45.7,45.7,1,0,0,1,45.7
647,50,1,1,69.65,3442.15,0,0,1,0,68.843
648,2,1,0,89.5,161.5,1,0,1,0,80.75
649,24,1,0,70.0,1732.6,0,1,0,0,72.19166666666666
650,3,1,0,69.55,222.3,1,0,0,0,74.10000000000001
651,1,1,0,74.6,74.6,1,0,0,1,74.6
652,35,1,2,20.1,655.3,0,0,0,1,18.72285714285714
653,17,1,0,24.8,475.25,0,0,0,1,27.955882352941178
654,8,1,0,19.65,164.3,1,0,1,0,20.5375
655,10,1,0,95.1,865.1,0,1,0,0,86.51
656,68,1,2,88.85,6132.7,0,1,0,0,90.18676470588235
657,45,1,1,78.8,3597.5,0,0,0,0,79.94444444444444
658,2,1,1,19.85,35.9,1,0,0,1,17.95
659,37,1,0,20.35,697.65,0,0,0,0,18.855405405405406
660,4,0,0,24.25,96.05,1,0,0,1,24.0125
661,10,1,0,45.25,428.7,0,0,0,1,42.87
662,1,1,0,20.05,20.05,0,0,0,1,20.05
663,65,1,2,69.55,4459.15,0,0,0,1,68.60230769230769
664,57,1,2,19.5,1167.6,0,0,0,0,20.48421052631579
665,3,1,0,74.75,238.1,0,0,0,1,79.36666666666666
666,2,1,0,69.65,145.15,1,0,1,0,72.575
667,49,0,0,30.2,1453.1,0,0,0,0,29.655102040816324
668,4,1,0,45.65,191.05,1,0,0,1,47.7625
669,70,0,2,57.8,4039.3,0,0,0,0,57.70428571428572
670,53,1,1,19.85,1039.45,0,0,0,0,19.612264150943396
671,53,1,2,25.55,1336.1,0,1,0,0,25.20943396226415
672,1,1,0,75.05,75.05,1,0,0,1,75.05
673,22,1,0,24.85,493.4,0,1,0,0,22.427272727272726
674,52,0,0,49.15,2550.9,1,0,1,0,49.05576923076923
675,65,1,2,110.35,7246.15,0,0,1,0,111.47923076923077
676,48,1,1,24.55,1203.95,0,0,0,0,25.082291666666666
677,2,0,0,34.7,62.25,1,0,1,0,31.125
678,3,1,0,107.95,313.6,0,0,0,1,104.53333333333335
679,45,1,0,81.4,3775.85,0,0,0,0,83.90777777777778
680,1,1,0,80.0,80.0,1,0,1,0,80.0
681,61,1,2,73.8,4616.05,0,0,0,0,75.67295081967214
682,3,1,0,64.4,195.65,0,1,0,0,65.21666666666667
683,40,1,1,103.75,4188.4,0,1,0,0,104.71
684,1,1,0,71.1,71.1,0,0,0,1,71.1
685,1,1,0,49.9,49.9,0,0,1,0,49.9
686,51,1,1,24.6,1266.4,0,0,0,0,24.83137254901961
687,2,1,0,49.25,91.1,1,0,1,0,45.55
688,52,0,1,30.1,1623.4,0,0,0,1,31.21923076923077
689,51,1,0,83.4,4149.45,0,0,0,0,81.36176470588235
690,1,1,0,20.45,20.45,0,0,0,1,20.45
691,31,1,1,75.25,2344.5,0,0,0,0,75.62903225806451
692,47,1,1,20.55,1013.05,0,1,0,0,21.554255319148936
693,3,1,0,75.1,270.7,1,1,0,0,90.23333333333333
694,22,1,1,20.05,417.0,0,0,0,1,18.954545454545453
695,1,1,0,20.65,20.65,0,0,0,1,20.65
696,72,1,2,85.15,6316.2,0,0,0,0,87.725
697,3,1,0,50.15,168.15,1,0,1,0,56.050000000000004
698,47,1,1,84.95,4018.05,0,0,0,0,85.4904255319149
699,72,1,2,66.5,4811.6,0,1,0,0,66.82777777777778
700,66,1,2,63.3,4189.7,0,0,0,0,63.48030303030303
701,35,1,0,83.15,2848.45,0,0,1,0,81.38428571428571
702,29,1,0,84.9,2516.2,0,0,1,0,86.7655172413793
703,2,1,0,20.55,33.6,0,0,0,1,16.8
704,4,1,0,49.25,208.45,0,0,0,1,52.1125
705,25,1,0,79.85,2015.35,1,0,0,0,80.61399999999999
706,65,1,2,59.6,3739.8,0,0,0,1,57.535384615384615
707,27,1,1,104.65,2964.0,0,0,0,0,109.77777777777777
708,29,1,0,75.3,2263.4,0,1,0,0,78.04827586206896
709,29,1,0,80.1,2211.8,0,1,0,0,76.26896551724138
710,1,1,0,19.55,19.55,1,0,0,1,19.55
711,20,1,0,81.0,1683.7,0,0,0,1,84.185
712,58,1,2,24.7,1519.0,0,1,0,0,26.189655172413794
713,14,1,0,86.0,1164.05,0,0,0,1,83.14642857142857
714,72,1,2,25.4,1710.9,0,0,0,1,23.762500000000003
715,46,1,0,89.15,4245.55,0,1,0,0,92.29456521739131
716,71,0,2,58.25,4145.9,0,0,0,0,58.39295774647887
717,32,1,0,85.65,2664.3,0,0,0,0,83.259375
718,26,0,0,50.35,1277.5,0,1,0,0,49.13461538461539
719,68,1,0,80.35,5589.3,0,1,0,0,82.19558823529412
720,2,1,1,20.2,34.75,0,0,0,1,17.375
721,61,1,2,20.55,1305.95,0,1,0,0,21.409016393442624
722,4,1,0,85.95,381.3,1,0,1,0,95.325
723,3,1,0,45.35,141.5,1,0,1,0,47.166666666666664
724,33,1,0,94.5,3105.55,1,0,1,0,94.10757575757576
725,9,1,0,21.25,204.55,0,0,0,1,22.727777777777778
726,22,1,2,26.25,605.9,0,0,0,1,27.54090909090909
727,5,1,0,80.85,356.1,0,0,1,0,71.22
728,30,1,0,91.7,2758.15,1,1,0,0,91.93833333333333
729,65,1,2,74.2,4805.65,0,1,0,0,73.93307692307691
730,45,1,0,87.25,3941.7,1,0,1,0,87.59333333333333
731,5,1,0,20.35,92.75,0,0,0,1,18.55
732,25,1,0,75.5,1901.05,0,0,1,0,76.042
733,72,1,2,79.05,5730.7,0,0,0,0,79.59305555555555
734,27,1,0,90.15,2423.4,0,0,0,0,89.75555555555556
735,32,0,0,50.6,1653.45,0,1,0,0,51.6703125
736,30,1,1,110.45,3327.05,0,1,0,0,110.90166666666667
737,70,1,2,101.0,7085.5,0,1,0,0,101.22142857142858
738,42,1,0,79.35,3344.1,0,0,0,0,79.62142857142857
739,72,1,2,89.85,6697.35,0,0,0,0,93.01875000000001
740,47,1,2,65.0,2879.9,0,0,0,1,61.274468085106385
741,2,1,0,80.45,137.1,0,0,1,0,68.55
742,10,1,0,98.55,1008.55,1,0,1,0,100.85499999999999
743,61,1,2,24.1,1551.6,0,0,0,1,25.43606557377049
744,5,1,0,44.05,202.15,0,1,0,0,40.43
745,72,1,2,110.8,7882.25,0,1,0,0,109.47569444444444
746,72,1,2,114.95,8196.4,0,0,0,0,113.83888888888889
747,3,1,0,75.05,202.9,0,0,0,1,67.63333333333334
748,48,1,2,19.25,855.1,0,0,0,1,17.814583333333335
749,63,1,1,90.05,5817.0,0,1,0,0,92.33333333333333
750,27,1,0,56.7,1652.95,0,0,0,1,61.220370370370375
751,70,1,2,80.15,5600.15,0,1,0,0,80.00214285714286
752,7,1,0,71.35,515.75,0,1,0,0,73.67857142857143
753,0,1,2,20.25,0.0,0,0,0,1,0.0
754,2,1,0,90.35,190.5,0,0,1,0,95.25
755,20,1,0,98.55,1842.8,1,0,1,0,92.14
756,66,1,2,19.7,1253.8,0,0,0,0,18.996969696969696
757,3,1,0,19.85,57.2,0,0,0,1,19.066666666666666
758,15,1,0,85.9,1269.55,1,0,0,0,84.63666666666667
759,72,1,2,90.35,6563.4,0,0,0,0,91.15833333333333
760,1,1,0,20.8,20.8,0,0,0,1,20.8
761,22,1,0,89.25,1907.85,1,0,1,0,86.72045454545454
762,3,1,0,70.3,208.85,1,0,1,0,69.61666666666666
763,72,1,2,66.85,4758.8,0,0,0,0,66.09444444444445
764,65,1,2,19.9,1292.6,0,0,0,1,19.886153846153846
765,11,0,0,35.8,363.15,0,0,0,1,33.01363636363636
766,22,1,0,78.85,1600.25,0,0,0,1,72.73863636363636
767,14,1,1,20.4,275.7,0,0,0,0,19.692857142857143
768,41,1,0,74.25,3089.1,0,0,1,0,75.34390243902439
769,17,1,1,64.8,1175.6,0,0,0,1,69.15294117647058
770,11,1,0,20.45,237.3,0,1,0,0,21.572727272727274
771,15,1,0,93.35,1444.65,1,0,1,0,96.31
772,1,1,0,19.9,19.9,1,0,0,1,19.9
773,5,1,0,88.9,454.15,1,0,0,1,90.83
774,33,1,1,95.8,3036.75,1,0,1,0,92.02272727272727
775,72,1,2,110.65,8065.65,0,1,0,0,112.02291666666666
776,3,0,0,40.3,92.5,0,0,0,1,30.833333333333332
777,2,1,0,82.0,184.65,1,0,1,0,92.325
778,59,1,1,107.0,6152.3,0,1,0,0,104.27627118644068
779,2,1,0,45.35,89.5,1,0,1,0,44.75
780,71,1,2,73.35,5154.5,0,1,0,0,72.59859154929578
781,5,1,0,44.8,220.45,0,0,0,1,44.089999999999996
782,27,1,0,54.75,1510.3,0,1,0,0,55.93703703703704
783,1,1,0,52.2,52.2,1,0,1,0,52.2
784,63,0,1,40.6,2588.95,0,0,0,0,41.09444444444444
785,46,1,1,110.0,4874.8,1,0,1,0,105.97391304347826
786,72,1,2,55.3,3983.6,0,0,0,0,55.327777777777776
787,34,1,0,60.85,2003.6,0,0,0,0,58.92941176470588
788,24,1,1,78.4,1832.4,0,0,1,0,76.35000000000001
789,72,1,2,69.65,4908.25,0,0,0,0,68.17013888888889
790,60,0,2,59.85,3590.2,0,1,0,0,59.836666666666666
791,68,1,1,76.9,5023.0,0,1,0,0,73.86764705882354
792,8,1,2,19.85,146.6,0,0,0,1,18.325
793,34,1,2,67.65,2339.3,0,1,0,0,68.8029411764706
794,6,0,0,45.0,298.7,0,1,0,0,49.78333333333333
795,2,1,0,64.2,143.65,0,0,0,1,71.825
796,31,1,1,81.7,2548.65,0,1,0,0,82.21451612903226
797,20,1,0,25.55,507.4,0,0,0,0,25.369999999999997
798,1,1,0,20.0,20.0,0,0,1,0,20.0
799,62,1,1,96.75,6125.4,1,0,1,0,98.79677419354839
800,70,1,2,75.65,5411.4,0,1,0,0,77.30571428571427
801,10,1,0,98.5,1058.25,1,0,1,0,105.825
802,39,1,2,23.8,903.8,0,0,0,1,23.174358974358974
803,46,1,2,64.2,3009.5,0,1,0,0,65.42391304347827
804,6,1,0,85.35,489.45,1,0,1,0,81.575
805,72,1,2,76.8,5468.45,0,0,0,0,75.95069444444444
806,18,1,0,55.2,1058.1,0,1,0,0,58.78333333333333
807,71,1,2,108.55,7616.0,0,1,0,0,107.26760563380282
808,40,1,0,101.3,4113.1,1,0,1,0,102.82750000000001
809,1,1,0,69.55,69.55,1,0,1,0,69.55
810,58,1,1,103.25,6017.65,1,0,0,0,103.75258620689655
811,70,1,2,104.0,7250.15,1,1,0,0,103.57357142857143
812,42,1,2,25.25,1108.2,0,0,1,0,26.385714285714286
813,34,0,1,30.4,938.65,0,0,0,0,27.60735294117647
814,5,1,0,20.05,94.15,0,0,0,0,18.830000000000002
815,25,1,0,84.6,2088.05,0,0,0,1,83.522
816,2,1,0,86.2,178.7,1,0,0,1,89.35
817,55,1,1,103.7,5656.75,0,0,0,0,102.85
818,21,1,0,111.2,2317.1,1,0,1,0,110.33809523809524
819,70,1,2,88.0,5986.45,0,1,0,0,85.52071428571428
820,61,1,0,106.35,6751.35,0,0,1,0,110.67786885245903
821,43,1,2,79.15,3566.6,0,1,0,0,82.94418604651163
822,47,1,1,103.1,4889.3,0,0,1,0,104.02765957446809
823,5,1,0,63.95,318.1,0,1,0,0,63.620000000000005
824,62,1,2,25.8,1563.95,0,1,0,0,25.225
825,16,1,0,89.45,1430.25,1,1,0,0,89.390625
826,7,1,0,95.6,644.35,1,0,0,0,92.05
827,14,1,0,25.55,372.45,0,0,0,1,26.603571428571428
828,60,1,1,90.95,5453.4,1,0,1,0,90.89
829,34,0,0,44.85,1442.6,0,0,1,0,42.42941176470588
830,50,1,1,108.55,5610.7,1,0,1,0,112.214
831,38,1,2,25.05,963.95,0,1,0,0,25.367105263157896
832,70,1,1,74.1,5222.3,0,1,0,0,74.60428571428572
833,37,1,0,88.8,3340.55,0,0,1,0,90.28513513513514
834,4,1,0,78.85,292.8,1,0,1,0,73.2
835,60,1,0,93.25,5774.55,0,0,1,0,96.2425
836,62,1,1,71.4,4487.3,0,1,0,0,72.3758064516129
837,1,1,0,44.4,44.4,1,0,0,1,44.4
838,36,1,0,79.2,2854.95,0,1,0,0,79.30416666666666
839,44,1,2,20.4,905.55,0,1,0,0,20.580681818181816
840,55,1,1,100.0,5509.3,1,0,1,0,100.16909090909091
841,72,1,2,105.0,7589.8,0,1,0,0,105.41388888888889
842,12,1,1,19.8,229.6,1,0,0,0,19.133333333333333
843,13,0,0,30.85,394.1,0,0,0,0,30.315384615384616
844,1,1,0,89.9,89.9,1,0,1,0,89.9
845,15,1,1,20.55,295.95,0,0,0,1,19.73
846,65,1,2,84.85,5459.2,0,0,0,0,83.9876923076923
847,12,0,1,33.15,444.75,0,1,0,0,37.0625
848,72,1,2,92.0,6782.15,0,1,0,0,94.19652777777777
849,72,1,2,89.8,6510.45,0,1,0,0,90.42291666666667
850,72,1,2,115.8,8476.5,0,0,0,0,117.72916666666667
851,52,1,2,85.15,4461.85,0,0,0,1,85.8048076923077
852,2,1,0,24.85,62.0,0,0,0,1,31.0
853,5,1,0,64.35,352.65,0,0,1,0,70.53
854,68,1,2,20.5,1424.9,0,1,0,0,20.954411764705885
855,62,1,1,100.15,6413.65,1,0,1,0,103.44596774193548
856,72,1,2,86.05,6309.65,0,1,0,0,87.63402777777777
857,1,1,0,50.8,50.8,1,0,1,0,50.8
858,66,1,1,89.0,5898.6,0,0,1,0,89.37272727272727
859,72,0,2,64.8,4719.75,0,1,0,0,65.55208333333333
860,26,1,1,19.8,457.3,0,1,0,0,17.588461538461537
861,64,1,2,93.4,5822.3,0,0,0,0,90.9734375
862,20,1,0,73.65,1463.5,1,0,1,0,73.175
863,3,1,0,95.1,307.4,1,0,1,0,102.46666666666665
864,22,1,0,94.65,2104.55,1,1,0,0,95.66136363636365
865,4,1,0,80.6,319.15,1,0,0,1,79.7875
866,62,0,2,39.0,2337.45,0,0,0,0,37.7008064516129
867,5,1,0,20.5,104.3,0,0,0,1,20.86
868,59,1,1,85.55,5084.65,1,0,1,0,86.18050847457627
869,3,1,2,26.4,121.25,0,0,0,1,40.416666666666664
870,72,1,2,98.2,7015.9,0,0,0,0,97.44305555555555
871,57,1,1,97.55,5598.0,0,1,0,0,98.21052631578948
872,66,1,2,19.95,1269.1,0,1,0,0,19.228787878787877
873,60,0,0,50.8,3027.4,1,0,1,0,50.45666666666667
874,45,1,2,99.7,4634.35,0,0,0,0,102.98555555555556
875,3,0,0,34.8,113.95,0,1,0,0,37.983333333333334
876,15,1,0,105.1,1582.75,1,0,1,0,105.51666666666667
877,51,0,1,60.15,3077.0,0,0,0,0,60.333333333333336
878,60,1,1,64.75,4039.5,0,0,1,0,67.325
879,33,1,0,54.65,1665.2,0,0,0,0,50.46060606060606
880,10,1,0,110.1,1043.3,1,0,1,0,104.33
881,26,1,1,19.3,504.2,0,1,0,0,19.392307692307693
882,6,1,0,83.9,497.55,1,0,1,0,82.925
883,67,1,1,111.25,7511.65,0,0,1,0,112.1141791044776
884,49,0,1,35.8,1782.0,0,1,0,0,36.36734693877551
